mkdir: 313_0.01_fixcache: File exists
_RegisterApplication(), FAILED TO establish the default connection to the WindowServer, _CGSDefaultConnection() is NULL.
('iter : ', 860000, ' objective : ', 929636.77999999514)
('iter : ', 1000000, ' objective : ', 849998.44000000891)
('iter : ', 960000, ' objective : ', 877999.0400000083)
('iter : ', 760000, ' objective : ', 1045371.3199999938)
('iter : ', 870000, ' objective : ', 928819.44000000192)
('iter : ', 970000, ' objective : ', 877498.53999999643)
('iter : ', 770000, ' objective : ', 1044724.1540000085)
('iter : ', 880000, ' objective : ', 928058.47999999649)
('iter : ', 980000, ' objective : ', 876988.37999999162)
('iter : ', 890000, ' objective : ', 927275.75999999838)
('iter : ', 990000, ' objective : ', 876500.80000000517)
('iter : ', 780000, ' objective : ', 1044090.8700000026)
('iter : ', 900000, ' objective : ', 926499.75999999384)
('iter : ', 790000, ' objective : ', 1043481.4159999856)
('iter : ', 1100000, ' objective : ', 847528.03999999433)
('iter : ', 910000, ' objective : ', 925621.56999999669)
('iter : ', 800000, ' objective : ', 1042874.5359999946)
('iter : ', 920000, ' objective : ', 924898.24000000511)
('iter : ', 810000, ' objective : ', 1042259.0139999916)
('iter : ', 930000, ' objective : ', 924106.47000000952)
('iter : ', 1000000, ' objective : ', 875980.66000000073)
('iter : ', 940000, ' objective : ', 923283.92999999935)
('iter : ', 820000, ' objective : ', 1041682.5199999947)
('iter : ', 1200000, ' objective : ', 845431.44000000681)
('iter : ', 950000, ' objective : ', 922576.69000000448)
('iter : ', 830000, ' objective : ', 1041078.5539999973)
('iter : ', 960000, ' objective : ', 921807.19000000134)
('iter : ', 840000, ' objective : ', 1040461.6460000015)
('iter : ', 970000, ' objective : ', 921064.73999998963)
('iter : ', 850000, ' objective : ', 1039873.8620000016)
('iter : ', 980000, ' objective : ', 920251.12999999919)
('iter : ', 1100000, ' objective : ', 871028.80000000738)
('iter : ', 990000, ' objective : ', 919485.56999999459)
('iter : ', 860000, ' objective : ', 1039302.8199999962)
('iter : ', 1300000, ' objective : ', 843618.16000000271)
('iter : ', 870000, ' objective : ', 1038721.7940000074)
('iter : ', 880000, ' objective : ', 1038145.9619999976)
('iter : ', 890000, ' objective : ', 1037569.323999983)
('iter : ', 1200000, ' objective : ', 866884.69999999693)
('iter : ', 900000, ' objective : ', 1037004.2800000097)
('iter : ', 1400000, ' objective : ', 842088.24000001291)
('iter : ', 1000000, ' objective : ', 918764.61000000138)
('iter : ', 910000, ' objective : ', 1036447.9599999988)
('iter : ', 920000, ' objective : ', 1035858.1979999884)
('iter : ', 1300000, ' objective : ', 863665.64000000781)
('iter : ', 930000, ' objective : ', 1035294.075999997)
('iter : ', 1500000, ' objective : ', 840938.88000000257)
('iter : ', 1100000, ' objective : ', 912020.13000000524)
('iter : ', 940000, ' objective : ', 1034761.0479999959)
('iter : ', 950000, ' objective : ', 1034219.8059999961)
('iter : ', 960000, ' objective : ', 1033662.1040000073)
('iter : ', 1400000, ' objective : ', 861128.50000000291)
('iter : ', 970000, ' objective : ', 1033127.7779999926)
('iter : ', 1600000, ' objective : ', 839331.3600000001)
('iter : ', 1200000, ' objective : ', 906067.23000001023)
('iter : ', 980000, ' objective : ', 1032595.1100000035)
('iter : ', 990000, ' objective : ', 1032056.2819999988)
('iter : ', 1500000, ' objective : ', 858765.49999999488)
('iter : ', 1700000, ' objective : ', 838211.47999999719)
('iter : ', 1300000, ' objective : ', 900543.6500000034)
('iter : ', 1000000, ' objective : ', 1031507.4940000082)
('iter : ', 1600000, ' objective : ', 856667.52000000596)
('iter : ', 1800000, ' objective : ', 837244.35999999731)
('iter : ', 1400000, ' objective : ', 895821.25000001048)
('iter : ', 1900000, ' objective : ', 836275.48000000033)
('iter : ', 1700000, ' objective : ', 854711.3199999911)
('iter : ', 1100000, ' objective : ', 1026332.0760000019)
('iter : ', 1500000, ' objective : ', 891458.56000000623)
('iter : ', 2000000, ' objective : ', 835323.36000000278)
('iter : ', 1800000, ' objective : ', 853080.02000000316)
('iter : ', 1200000, ' objective : ', 1021148.4140000031)
('iter : ', 1600000, ' objective : ', 887780.80999999947)
('iter : ', 2100000, ' objective : ', 834498.52000000258)
('iter : ', 1900000, ' objective : ', 851583.70000000403)
('iter : ', 1700000, ' objective : ', 884306.30000000005)
('iter : ', 2200000, ' objective : ', 833757.55999999761)
('iter : ', 1300000, ' objective : ', 1016197.4079999875)
('iter : ', 2000000, ' objective : ', 850277.13999999664)
('iter : ', 1800000, ' objective : ', 880944.06999999785)
('iter : ', 2300000, ' objective : ', 832848.60000000009)
('iter : ', 2100000, ' objective : ', 849007.06000000588)
('iter : ', 1400000, ' objective : ', 1011563.0120000098)
('iter : ', 1900000, ' objective : ', 877839.38000000268)
('iter : ', 2400000, ' objective : ', 832367.32000000239)
('iter : ', 2200000, ' objective : ', 847945.47999999241)
('iter : ', 1500000, ' objective : ', 1006983.55)
('iter : ', 2500000, ' objective : ', 831702.51999999909)
('iter : ', 2000000, ' objective : ', 875152.0599999968)
('iter : ', 2300000, ' objective : ', 847051.21999999881)
('iter : ', 2600000, ' objective : ', 831235.80000000529)
('iter : ', 2100000, ' objective : ', 872941.14000000083)
('iter : ', 1600000, ' objective : ', 1002709.0899999953)
('iter : ', 2400000, ' objective : ', 846134.49999999872)
('iter : ', 2700000, ' objective : ', 830803.44000000681)
('iter : ', 2200000, ' objective : ', 870810.9200000054)
('iter : ', 2500000, ' objective : ', 845394.98000000441)
('iter : ', 1700000, ' objective : ', 998663.66999999899)
('iter : ', 2800000, ' objective : ', 830396.43999999971)
('iter : ', 2300000, ' objective : ', 868871.3199999975)
('iter : ', 2600000, ' objective : ', 844675.11999999487)
('iter : ', 1800000, ' objective : ', 994744.16199999396)
('iter : ', 2900000, ' objective : ', 829836.79999999737)
('iter : ', 2400000, ' objective : ', 867065.20999999973)
('iter : ', 2700000, ' objective : ', 843878.18000000156)
('iter : ', 3000000, ' objective : ', 829428.32000000111)
('iter : ', 1900000, ' objective : ', 990925.13200000173)
('iter : ', 2500000, ' objective : ', 865419.13999999408)
('iter : ', 2800000, ' objective : ', 843179.64000000292)
('iter : ', 3100000, ' objective : ', 828995.68000000285)
('iter : ', 2600000, ' objective : ', 864067.12000000896)
('iter : ', 2000000, ' objective : ', 987237.52000000339)
('iter : ', 2900000, ' objective : ', 842453.05999999447)
('iter : ', 3200000, ' objective : ', 828430.04000000376)
('iter : ', 2700000, ' objective : ', 862626.63999999408)
('iter : ', 3000000, ' objective : ', 841978.60000000114)
('iter : ', 2100000, ' objective : ', 983745.20200000319)
('iter : ', 3300000, ' objective : ', 828305.56000000553)
('iter : ', 2800000, ' objective : ', 861353.61000000592)
('iter : ', 3100000, ' objective : ', 841374.54000000167)
('iter : ', 2200000, ' objective : ', 980369.62599999888)
('iter : ', 3400000, ' objective : ', 827976.92000000051)
('iter : ', 2900000, ' objective : ', 860111.66000000236)
('iter : ', 3200000, ' objective : ', 840957.14000000991)
('iter : ', 3500000, ' objective : ', 827616.63999999803)
('iter : ', 2300000, ' objective : ', 977136.87200001371)
('iter : ', 3000000, ' objective : ', 859111.20999999286)
('iter : ', 3300000, ' objective : ', 840433.50000000035)
('iter : ', 3600000, ' objective : ', 827378.15999999247)
('iter : ', 2400000, ' objective : ', 973934.25199998915)
('iter : ', 3100000, ' objective : ', 858185.56000000017)
('iter : ', 3400000, ' objective : ', 840128.71999999369)
('iter : ', 3700000, ' objective : ', 827139.51999999722)
('iter : ', 3500000, ' objective : ', 839755.54000000248)
('iter : ', 3200000, ' objective : ', 857200.66000000131)
('iter : ', 2500000, ' objective : ', 970807.35799999582)
('iter : ', 3800000, ' objective : ', 826887.24000000372)
('iter : ', 3600000, ' objective : ', 839347.07999999856)
('iter : ', 3300000, ' objective : ', 856191.71000000241)
('iter : ', 2600000, ' objective : ', 967878.97199999331)
('iter : ', 3900000, ' objective : ', 826508.64000000292)
('iter : ', 3700000, ' objective : ', 838916.10000000696)
('iter : ', 3400000, ' objective : ', 855288.90999999049)
('iter : ', 4000000, ' objective : ', 826313.48000000254)
('iter : ', 2700000, ' objective : ', 965026.65600000462)
('iter : ', 3800000, ' objective : ', 838578.49999999942)
('iter : ', 3500000, ' objective : ', 854404.87999999302)
('iter : ', 4100000, ' objective : ', 826049.87999999488)
('iter : ', 2800000, ' objective : ', 962238.86000000802)
('iter : ', 3600000, ' objective : ', 853624.85999999137)
('iter : ', 3900000, ' objective : ', 838242.15999999922)
('iter : ', 4200000, ' objective : ', 825872.96000000008)
('iter : ', 3700000, ' objective : ', 852881.06999999215)
('iter : ', 4000000, ' objective : ', 837870.39999999746)
('iter : ', 2900000, ' objective : ', 959578.15600000613)
('iter : ', 4300000, ' objective : ', 825622.96000000543)
('iter : ', 3800000, ' objective : ', 852217.86000000057)
('iter : ', 4100000, ' objective : ', 837622.66000000911)
('iter : ', 4400000, ' objective : ', 825390.7200000002)
('iter : ', 3000000, ' objective : ', 957009.57199999201)
('iter : ', 3900000, ' objective : ', 851556.35000000033)
('iter : ', 4200000, ' objective : ', 837406.4800000058)
('iter : ', 4500000, ' objective : ', 825129.07999999984)
('iter : ', 3100000, ' objective : ', 954445.61799999804)
('iter : ', 4000000, ' objective : ', 850912.00000000175)
('iter : ', 4300000, ' objective : ', 837032.60000000056)
('iter : ', 4600000, ' objective : ', 825003.88000000454)
('iter : ', 3200000, ' objective : ', 951969.88200000138)
('iter : ', 4400000, ' objective : ', 836795.08000000066)
('iter : ', 4100000, ' objective : ', 850260.72999999323)
('iter : ', 4700000, ' objective : ', 824727.92000000016)
('iter : ', 3300000, ' objective : ', 949582.39200000907)
('iter : ', 4500000, ' objective : ', 836532.49999999604)
('iter : ', 4200000, ' objective : ', 849672.61999999522)
('iter : ', 4800000, ' objective : ', 824501.04000000504)
('iter : ', 4600000, ' objective : ', 836178.46000000113)
('iter : ', 3400000, ' objective : ', 947351.48199999239)
('iter : ', 4300000, ' objective : ', 849135.91999999189)
('iter : ', 4900000, ' objective : ', 824418.6399999978)
('iter : ', 4700000, ' objective : ', 835994.78000000282)
('iter : ', 5000000, ' objective : ', 824169.39999999898)
('iter : ', 4400000, ' objective : ', 848632.29999999772)
('iter : ', 3500000, ' objective : ', 945214.31000000599)
('iter : ', 4800000, ' objective : ', 835727.69999999937)
('iter : ', 5100000, ' objective : ', 824106.32000000111)
('iter : ', 4500000, ' objective : ', 848061.39999999106)
('iter : ', 3600000, ' objective : ', 943132.99800000084)
('iter : ', 4900000, ' objective : ', 835519.3200000067)
('iter : ', 4600000, ' objective : ', 847499.26000000397)
('iter : ', 5200000, ' objective : ', 823942.20000000636)
('iter : ', 3700000, ' objective : ', 941055.39599999436)
('iter : ', 5000000, ' objective : ', 835229.53999999934)
('iter : ', 5300000, ' objective : ', 823809.08000000322)
('iter : ', 4700000, ' objective : ', 847079.97000000207)
('iter : ', 3800000, ' objective : ', 938952.01200000057)
('iter : ', 5100000, ' objective : ', 834955.32000001101)
('iter : ', 5400000, ' objective : ', 823792.92000000714)
('iter : ', 4800000, ' objective : ', 846586.9899999979)
('iter : ', 3900000, ' objective : ', 936872.98400000331)
('iter : ', 5500000, ' objective : ', 823574.56000001018)
('iter : ', 5200000, ' objective : ', 834753.19999999728)
('iter : ', 4900000, ' objective : ', 846180.67999999679)
('iter : ', 5600000, ' objective : ', 823415.72000001045)
('iter : ', 5300000, ' objective : ', 834532.40000000747)
('iter : ', 4000000, ' objective : ', 934930.68399999151)
('iter : ', 5000000, ' objective : ', 845743.93999999855)
('iter : ', 5700000, ' objective : ', 823269.19999999541)
('iter : ', 5400000, ' objective : ', 834071.67999999737)
('iter : ', 5100000, ' objective : ', 845363.04000000248)
('iter : ', 4100000, ' objective : ', 933114.81799999042)
('iter : ', 5800000, ' objective : ', 823112.6400000006)
('iter : ', 5500000, ' objective : ', 833756.36000000138)
('iter : ', 5200000, ' objective : ', 844960.95000000414)
('iter : ', 4200000, ' objective : ', 931356.43399999116)
('iter : ', 5900000, ' objective : ', 823073.55999999749)
('iter : ', 5600000, ' objective : ', 833503.97999999695)
('iter : ', 5300000, ' objective : ', 844558.84000000893)
('iter : ', 4300000, ' objective : ', 929727.83399999538)
('iter : ', 6000000, ' objective : ', 822932.16000000178)
('iter : ', 5700000, ' objective : ', 833249.9599999974)
('iter : ', 5400000, ' objective : ', 844173.43999999762)
('iter : ', 4400000, ' objective : ', 928102.17999999598)
('iter : ', 6100000, ' objective : ', 822682.08000000101)
('iter : ', 5800000, ' objective : ', 833058.07999999111)
('iter : ', 5500000, ' objective : ', 843799.8000000054)
('iter : ', 6200000, ' objective : ', 822687.35999999708)
('iter : ', 4500000, ' objective : ', 926512.92600001208)
('iter : ', 5900000, ' objective : ', 832907.38000000105)
('iter : ', 5600000, ' objective : ', 843459.17999999598)
('iter : ', 6300000, ' objective : ', 822656.80000000261)
('iter : ', 6000000, ' objective : ', 832662.68000000494)
('iter : ', 4600000, ' objective : ', 924871.43800000916)
('iter : ', 5700000, ' objective : ', 843017.04999999632)
('iter : ', 6400000, ' objective : ', 822515.7599999985)
('iter : ', 6100000, ' objective : ', 832414.28000000166)
('iter : ', 4700000, ' objective : ', 923278.29600000137)
('iter : ', 5800000, ' objective : ', 842711.17000000458)
('iter : ', 6500000, ' objective : ', 822416.44000000239)
('iter : ', 6200000, ' objective : ', 832200.27999999153)
('iter : ', 5900000, ' objective : ', 842452.00999999221)
('iter : ', 4800000, ' objective : ', 921757.50599999307)
('iter : ', 6600000, ' objective : ', 822223.83999999613)
('iter : ', 6300000, ' objective : ', 832055.45999999624)
('iter : ', 6000000, ' objective : ', 842109.55999998783)
('iter : ', 4900000, ' objective : ', 920282.62600000144)
('iter : ', 6700000, ' objective : ', 822168.04000000237)
('iter : ', 6400000, ' objective : ', 831931.77999999933)
('iter : ', 6100000, ' objective : ', 841737.03000000317)
('iter : ', 5000000, ' objective : ', 918841.23200000171)
('iter : ', 6800000, ' objective : ', 822132.84000000276)
('iter : ', 6500000, ' objective : ', 831709.06000000017)
('iter : ', 6200000, ' objective : ', 841409.30000000424)
('iter : ', 5100000, ' objective : ', 917453.21799999115)
('iter : ', 6900000, ' objective : ', 822034.99999999267)
('iter : ', 6600000, ' objective : ', 831568.6399999985)
('iter : ', 6300000, ' objective : ', 841079.65000000026)
('iter : ', 7000000, ' objective : ', 821928.36000000732)
('iter : ', 5200000, ' objective : ', 916030.78000000282)
('iter : ', 6700000, ' objective : ', 831353.979999993)
('iter : ', 6400000, ' objective : ', 840759.62999999896)
('iter : ', 7100000, ' objective : ', 821853.28000000527)
('iter : ', 5300000, ' objective : ', 914637.35999999056)
('iter : ', 6800000, ' objective : ', 831241.33999999939)
('iter : ', 6500000, ' objective : ', 840493.16999999993)
('iter : ', 7200000, ' objective : ', 821815.92000000668)
('iter : ', 6900000, ' objective : ', 831086.88000000501)
('iter : ', 5400000, ' objective : ', 913289.84000000462)
('iter : ', 6600000, ' objective : ', 840237.44999999332)
('iter : ', 7300000, ' objective : ', 821702.71999999555)
('iter : ', 7000000, ' objective : ', 830970.8800000042)
('iter : ', 6700000, ' objective : ', 840059.23999999615)
('iter : ', 5500000, ' objective : ', 911971.31399999221)
('iter : ', 7400000, ' objective : ', 821556.12000000395)
('iter : ', 7100000, ' objective : ', 830822.92000000249)
('iter : ', 6800000, ' objective : ', 839804.37000000849)
('iter : ', 5600000, ' objective : ', 910724.39399999951)
('iter : ', 7500000, ' objective : ', 821439.12000000128)
('iter : ', 7200000, ' objective : ', 830692.88000000943)
('iter : ', 6900000, ' objective : ', 839521.35999999789)
('iter : ', 5700000, ' objective : ', 909490.80000000983)
('iter : ', 7600000, ' objective : ', 821305.71999999811)
('iter : ', 7300000, ' objective : ', 830486.55999999424)
('iter : ', 7000000, ' objective : ', 839247.81000001053)
('iter : ', 5800000, ' objective : ', 908314.11600000015)
('iter : ', 7700000, ' objective : ', 821282.52000000083)
('iter : ', 7400000, ' objective : ', 830285.19999999437)
('iter : ', 7100000, ' objective : ', 839040.97000000509)
('iter : ', 7800000, ' objective : ', 821350.27999999514)
('iter : ', 5900000, ' objective : ', 907152.43799999438)
('iter : ', 7500000, ' objective : ', 830163.14000000583)
('iter : ', 7200000, ' objective : ', 838841.49000000418)
